"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"NPO","EnPro Industries","39.58","$814.66M","n/a","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/npo",
"ETM","Entercom Communications Corp.","1.71","$230.2M","1999","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/etm",
"EAB","Entergy Arkansas, LLC","25.08","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/eab",
"EAE","Entergy Arkansas, LLC","24.95","n/a","2013","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/eae",
"EAI","Entergy Arkansas, LLC","24.64","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/eai",
"ETR","Entergy Corporation","93.97","$18.87B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/etr",
"ELC","Entergy Louisiana, Inc.","24.79","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/elc",
"ELJ","Entergy Louisiana, Inc.","24.99","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/elj",
"ELU","Entergy Louisiana, Inc.","24.75","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/elu",
"EMP","Entergy Mississippi, LLC","24.76","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/emp",
"ENJ","Entergy New Orleans, LLC","24.9603","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/enj",
"ENO","Entergy New Orleans, LLC","24.98","n/a","2016","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/eno",
"ETI^","Entergy Texas Inc","24.8293","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eti^",
"EZT","Entergy Texas Inc","25.1501","n/a","2014","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ezt",
"EPD","Enterprise Products Partners L.P.","14.3","$32.09B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/epd",
"EVC","Entravision Communications Corporation","2.03","$171.24M","2000","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/evc",
"ENV","Envestnet, Inc","53.78","$2.85B","2010","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/env",
"NVST","Envista Holdings Corporation","14.94","$2.37B","2019","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nvst",
"EVA","Enviva Partners, LP","26.72","$897.93M","2015","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/eva",
"ENZ","Enzo Biochem, Inc.","2.53","$120.32M","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/enz",
"EOG","EOG Resources, Inc.","35.92","$20.91B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/eog",
"EPAM","EPAM Systems, Inc.","185.66","$10.26B","2012","Technology","EDP Services","https://old.nasdaq.com/symbol/epam",
"EPR","EPR Properties","24.22","$1.89B","1997","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/epr",
"EPR^C","EPR Properties","15.79","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/epr^c",
"EPR^E","EPR Properties","21.51","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/epr^e",
"EPR^G","EPR Properties","15.55","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/epr^g",
"EQM","EQM Midstream Partners, LP","11.8","$2.45B","2012","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/eqm",
"EQT","EQT Corporation","7.07","$1.81B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/eqt",
"EFX","Equifax, Inc.","119.45","$14.57B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/efx",
"EQNR","Equinor ASA","12.18","$40.24B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/eqnr",
"EQH","Equitable Holdings, Inc.","14.45","$6.71B","2018","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/eqh",
"EQH^A","Equitable Holdings, Inc.","16.92","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eqh^a",
"ETRN","Equitrans Midstream Corporation","5.03","$1.28B","2018","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/etrn",
"EQC","Equity Commonwealth","31.71","$3.87B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/eqc",
"EQC^D","Equity Commonwealth","25.896","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eqc^d",
"ELS","Equity Lifestyle Properties, Inc.","57.48","$10.47B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/els",
"EQR","Equity Residential","61.71","$22.95B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/eqr",
"EQS","Equus Total Return, Inc.","0.95","$12.84M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eqs",
"ERA","Era Group, Inc.","5.33","$113.59M","n/a","Transportation","Transportation Services","https://old.nasdaq.com/symbol/era",
"EROS","Eros International PLC","1.65","$217.35M","2013","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/eros",
"ESE","ESCO Technologies Inc.","75.91","$1.97B","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/ese",
"ESNT","Essent Group Ltd.","26.34","$2.59B","2013","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/esnt",
"EPRT","Essential Properties Realty Trust, Inc.","13.06","$1.2B","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/eprt",
"WTRG","Essential Utilities, Inc.","40.7","$9.97B","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/wtrg",
"WTRU","Essential Utilities, Inc.","53.56","n/a","2019","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/wtru",
"ESS","Essex Property Trust, Inc.","220.24","$14.57B","1994","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ess",
"EL","Estee Lauder Companies, Inc. (The)","159.34","$57.29B","1995","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/el",
"ETH","Ethan Allen Interiors Inc.","10.22","$265M","1993","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/eth",
"EURN","Euronav NV","11.28","$2.43B","2015","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/eurn",
"EEA","European Equity Fund, Inc. (The)","7.07","$53.55M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eea",
"EB","Eventbrite, Inc.","7.3","$630.31M","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/eb",
"EVR","Evercore Inc.","46.06","$1.87B","2006","Finance","Investment Managers","https://old.nasdaq.com/symbol/evr",
"RE","Everest Re Group, Ltd.","192.42","$7.85B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/re",
"EVRG","Evergy, Inc.","55.05","$12.48B","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/evrg",
"EVRI","Everi Holdings Inc.","3.3","$279.05M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/evri",
"ES","Eversource Energy","78.21","$25.84B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/es",
"EVTC","Evertec, Inc.","22.73","$1.64B","2013","Technology","EDP Services","https://old.nasdaq.com/symbol/evtc",
"EVH","Evolent Health, Inc","5.43","$460.04M","2015","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/evh",
"AQUA","Evoqua Water Technologies Corp.","11.21","$1.31B","2017","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/aqua",
"XAN","Exantas Capital Corp.","2.76","$88.49M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/xan",
"XAN^C","Exantas Capital Corp.","6.74","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/xan^c",
"EXPR","Express, Inc.","1.49","$95.25M","2010","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/expr",
"EXTN","Exterran Corporation","4.8","$159.19M","2015","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/extn",
"EXR","Extra Space Storage Inc","95.76","$12.41B","2004","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/exr",
"XOM","Exxon Mobil Corporation","37.97","$160.7B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/xom",
"FNB","F.N.B. Corporation","7.37","$2.41B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fnb",
"FNB^E","F.N.B. Corporation","23.74","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fnb^e",
"FN","Fabrinet","54.56","$2.02B","2010","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/fn",
"FDS","FactSet Research Systems Inc.","260.68","$9.88B","1996","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/fds",
"FICO","Fair Isaac Corporation","307.69","$8.97B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/fico",
"SFUN","Fang Holdings Limited","1.35","$121.15M","2010","Technology","EDP Services","https://old.nasdaq.com/symbol/sfun",
"FPAC","Far Point Acquisition Corporation","10.12","$800.11M","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/fpac",
"FPAC.U","Far Point Acquisition Corporation","n/a","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/fpac.u",
"FPAC.WS","Far Point Acquisition Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fpac.ws",
"FTCH","Farfetch Limited","7.9","$2.69B","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ftch",
"FPI","Farmland Partners Inc.","6.07","$181.2M","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/fpi",
"FPI^B","Farmland Partners Inc.","22.47","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fpi^b",
"FSLY","Fastly, Inc.","18.98","$1.82B","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/fsly",
"FBK","FB Financial Corporation","19.72","$612.72M","2016","Finance","Major Banks","https://old.nasdaq.com/symbol/fbk",
"FFG","FBL Financial Group, Inc.","46.67","$1.15B","1996","Finance","Life Insurance","https://old.nasdaq.com/symbol/ffg",
"AGM","Federal Agricultural Mortgage Corporation","55.63","$595.91M","n/a","Finance","Finance Companies","https://old.nasdaq.com/symbol/agm",
"AGM.A","Federal Agricultural Mortgage Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/agm.a",
"AGM^A","Federal Agricultural Mortgage Corporation","23.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/agm^a",
"AGM^C","Federal Agricultural Mortgage Corporation","26.777","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/agm^c",
"AGM^D","Federal Agricultural Mortgage Corporation","24.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/agm^d",
"FRT","Federal Realty Investment Trust","74.61","$5.64B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/frt",
"FRT^C","Federal Realty Investment Trust","22.49","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/frt^c",
"FSS","Federal Signal Corporation","27.28","$1.66B","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/fss",
"FHI","Federated Hermes, Inc.","19.05","$1.92B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/fhi",
"FMN","Federated Premier Municipal Income Fund","13.05","$150.03M","2002","n/a","n/a","https://old.nasdaq.com/symbol/fmn",
"FDX","FedEx Corporation","121.26","$31.68B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/fdx",
"RACE","Ferrari N.V.","152.57","$37.93B","2015","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/race",
"FOE","Ferro Corporation","9.36","$769.78M","n/a","Basic Industries","Paints/Coatings","https://old.nasdaq.com/symbol/foe",
"FG","FGL Holdings","9.8","$2.17B","2017","Finance","Life Insurance","https://old.nasdaq.com/symbol/fg",
"FG.WS","FGL Holdings","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fg.ws",
"FCAU","Fiat Chrysler Automobiles N.V.","7.19","$14.51B","2014","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/fcau",
"FNF","Fidelity National Financial, Inc.","24.88","$6.86B","2014","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/fnf",
"FIS","Fidelity National Information Services, Inc.","121.64","$74.97B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/fis",
"FMO","Fiduciary/Claymore Energy Infrastructure Fund","1.26","$44.66M","2004","n/a","n/a","https://old.nasdaq.com/symbol/fmo",
"FINV","FinVolution Group","1.78","$529.29M","2017","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/finv",
"FAF","First American Corporation (The)","42.41","$4.77B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/faf",
"FBP","First BanCorp.","5.32","$1.16B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fbp",
"FCF","First Commonwealth Financial Corporation","9.14","$897.99M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fcf",
"FHN","First Horizon National Corporation","8.06","$2.51B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fhn",
"FHN^A","First Horizon National Corporation","23.38","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fhn^a",
"FR","First Industrial Realty Trust, Inc.","33.23","$4.22B","1994","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/fr",
"AG","First Majestic Silver Corp.","6.19","$1.29B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/ag",
"FRC","FIRST REPUBLIC BANK","82.28","$14.09B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/frc",
"FRC^F","FIRST REPUBLIC BANK","24.87","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/frc^f",
"FRC^G","FIRST REPUBLIC BANK","24.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/frc^g",
"FRC^H","FIRST REPUBLIC BANK","23.19","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/frc^h",
"FRC^I","FIRST REPUBLIC BANK","24.83","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/frc^i",
"FRC^J","FIRST REPUBLIC BANK","22.48","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/frc^j",
"FFA","First Trust","12.58","$251.38M","2004","n/a","n/a","https://old.nasdaq.com/symbol/ffa",
"FMY","First Trust","12.665","$53.36M","2005","n/a","n/a","https://old.nasdaq.com/symbol/fmy",
"FDEU","First Trust Dynamic Europe Equity Income Fund","9.17","$158.02M","2015","n/a","n/a","https://old.nasdaq.com/symbol/fdeu",
"FIF","First Trust Energy Infrastructure Fund","8.99","$157.78M","2011","n/a","n/a","https://old.nasdaq.com/symbol/fif",
"FSD","First Trust High Income Long Short Fund","12.17","$418.38M","2010","n/a","n/a","https://old.nasdaq.com/symbol/fsd",
"FPF","First Trust Intermediate Duration Preferred & Income Fund","17.84","$1.08B","2013","n/a","n/a","https://old.nasdaq.com/symbol/fpf",
"FEI           ","First Trust MLP and Energy Income Fund","4.42","$207.77M","1984","n/a","n/a","https://old.nasdaq.com/symbol/fei",
"FPL","First Trust New Opportunities MLP & Energy Fund","3.6","$92.52M","2014","n/a","n/a","https://old.nasdaq.com/symbol/fpl",
"FIV","First Trust Senior Floating Rate 2022 Target Term Fund","7.33","$262.65M","2016","n/a","n/a","https://old.nasdaq.com/symbol/fiv",
"FCT","First Trust Senior Floating Rate Income Fund II","9.51","$253.89M","2004","n/a","n/a","https://old.nasdaq.com/symbol/fct",
"FGB","First Trust Specialty Finance and Financial Opportunities Fund","2.0706","$29.74M","2007","n/a","n/a","https://old.nasdaq.com/symbol/fgb",
"FEO","First Trust/Aberdeen Emerging Opportunity Fund","9.92","$50.16M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/feo",
"FAM","First Trust/Aberdeen Global Opportunity Income Fund","8.8","$112.26M","2006","n/a","n/a","https://old.nasdaq.com/symbol/fam",
"FE","FirstEnergy Corp.","40.07","$21.67B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/fe",
"FIT","Fitbit, Inc.","6.66","$1.77B","2015","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/fit",
"FPH","Five Point Holdings, LLC","5.07","$753.51M","2017","Finance","Real Estate","https://old.nasdaq.com/symbol/fph",
"FVRR","Fiverr International Ltd.","25.17","$802.92M","2019","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/fvrr",
"FBC","Flagstar Bancorp, Inc.","19.83","$1.12B","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fbc",
"DFP","Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.","20.23","$387.78M","2013","n/a","n/a","https://old.nasdaq.com/symbol/dfp",
"PFD","Flaherty & Crumrine Preferred and Income Fund Inco","12.07","$135.95M","1991","n/a","n/a","https://old.nasdaq.com/symbol/pfd",
"PFO","Flaherty & Crumrine Preferred and Income Opportuni","9.9","$125.25M","1992","n/a","n/a","https://old.nasdaq.com/symbol/pfo",
"FFC","Flaherty & Crumrine Preferred and Income Securitie","16.7","$742.26M","2003","n/a","n/a","https://old.nasdaq.com/symbol/ffc",
"FLC","Flaherty & Crumrine Total Return Fund Inc","16.5","$164.77M","2003","n/a","n/a","https://old.nasdaq.com/symbol/flc",
"FLT","FleetCor Technologies, Inc.","186.54","$15.94B","2010","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/flt",
"FLNG","FLEX LNG Ltd.","5.07","$274.34M","2019","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/flng",
"FND","Floor & Decor Holdings, Inc.","32.09","$3.28B","2017","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/fnd",
